effort_category,occupation,coins_earned,peer_category,bank_category,completed_games,started_games,session_time,games_last_90days,games_last_120days,games_last_150days,games_last_180days,games_last_210days,games_last_240days,games_last_270days,games_last_300days,games_last_330days,games_last_366days,angry_birds,cars,cricket,football,snooker,hockey,uninstalled_next_60d,age_rounded_closest_ten,fun_quotient
LOW,Business,-1,tier iii,Scheduled Private Bank,17,159,3142,0,0,0,0,9,8,0,0,0,0,0,15,1,0,0,0,1,20,3
MEDIUM,Government Service,-33,tier iii,Scheduled PSU,82,505,9302,23,2,7,10,26,0,0,0,0,0,0,51,4,27,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier ii,Scheduled PSU,19,26,201,1,1,6,1,4,6,0,0,0,0,0,5,1,13,0,0,1,20,2
MEDIUM,Housewife,0,tier ii,Scheduled PSU,3,4,3,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,1,30,2
MEDIUM,Private Sector Service,-37,tier i,Scheduled Private Bank,76,360,6112,12,18,17,9,0,11,0,0,0,0,0,0,44,32,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,5,9,4,0,0,0,0,0,5,0,0,0,0,0,0,1,4,0,0,1,20,2
MEDIUM,Private Sector Service,-16,tier iii,Scheduled Private Bank,23,62,669,2,0,0,3,5,10,0,0,0,0,0,0,8,15,0,0,1,20,2
HIGH,Student,-5,tier iii,Other,33,122,12813,0,0,0,0,24,9,0,0,0,0,0,15,6,12,0,0,1,20,2
MEDIUM,Private Sector Service,6,tier iii,Scheduled Private Bank,42,170,2183,10,19,1,1,3,7,0,0,0,0,0,17,3,22,0,0,0,20,3
MEDIUM,Private Sector Service,-58,tier iii,Scheduled Private Bank,47,171,2720,2,12,4,0,2,8,0,0,0,0,0,19,9,19,0,0,0,20,2
MEDIUM,Housewife,-12,tier iii,Scheduled PSU,48,379,7520,2,0,0,2,15,2,0,0,0,0,0,43,3,2,0,0,0,20,2
LOW,Business,0,tier iii,Scheduled PSU,2,5,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,20,2
LOW,Professional,7,tier i,Foreign banks,32,52,297,0,4,3,8,3,13,0,0,0,0,0,0,6,26,0,0,1,20,3
MEDIUM,Private Sector Service,0,tier ii,Scheduled Private Bank,11,16,0,2,0,0,0,1,2,0,0,0,0,0,0,1,10,0,0,0,20,2
LOW,Business,46,tier ii,Scheduled PSU,18,76,1520,2,11,2,0,0,0,0,0,0,0,0,17,1,0,0,0,1,20,2
MEDIUM,Professional,-32,tier iii,Scheduled PSU,95,535,10468,7,10,24,19,6,0,0,0,0,0,0,86,5,2,0,0,0,20,2
LOW,Business,36,tier ii,Scheduled PSU,205,930,18507,38,41,17,15,12,13,0,0,0,0,0,147,54,4,0,0,0,20,2
MEDIUM,Private Sector Service,-497,tier iii,Scheduled Private Bank,52,503,9721,3,5,2,8,1,21,0,0,0,0,0,13,33,6,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,6,7,0,0,1,0,0,0,2,0,0,0,0,0,0,1,5,0,0,1,20,2
MEDIUM,Government Service,42,tier ii,Scheduled PSU,34,44,273,10,0,0,1,10,6,0,0,0,0,0,0,7,27,0,0,0,20,3
HIGH,Government Service,-6038,tier iii,Scheduled PSU,16,78,974,0,0,0,0,0,16,0,0,0,0,0,0,7,9,0,0,1,20,2
MEDIUM,Private Sector Service,15,tier iii,Scheduled PSU,35,64,422,5,11,2,0,0,7,0,0,0,0,0,3,7,25,0,0,0,30,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled Private Bank,31,63,52,4,0,0,4,8,10,0,0,0,0,0,0,2,29,0,0,0,30,3
MEDIUM,Private Sector Service,-38,tier i,Scheduled PSU,38,130,2360,12,5,0,0,0,0,0,0,0,0,0,27,3,8,0,0,0,20,2
MEDIUM,Business,13,tier iii,Scheduled PSU,28,90,943,9,0,0,0,0,15,0,0,0,0,0,0,19,9,0,0,1,20,2
MEDIUM,Private Sector Service,0,tier ii,Scheduled PSU,35,452,9000,2,0,5,0,11,17,0,0,0,0,0,34,1,0,0,0,1,20,2
LOW,Professional,-16,tier iii,Scheduled Private Bank,23,41,85,4,2,9,4,3,0,0,0,0,0,0,0,3,20,0,0,0,20,2
MEDIUM,Agriculturist,-173,tier iii,Scheduled PSU,63,469,9300,2,8,0,0,25,28,0,0,0,0,0,35,24,4,0,0,1,20,2
LOW,Business,-124,tier iii,Scheduled PSU,20,46,450,2,1,3,3,11,0,0,0,0,0,0,0,6,14,0,0,0,20,2
MEDIUM,0,3,tier iii,Scheduled PSU,44,74,32,7,8,3,8,5,6,0,0,0,0,0,0,1,43,0,0,1,30,2
LOW,Business,-23,tier iii,Scheduled PSU,10,18,20,0,0,0,2,4,4,0,0,0,0,0,0,2,8,0,0,1,20,2
MEDIUM,0,-5,tier iii,Scheduled PSU,4,7,12,0,0,0,0,0,4,0,0,0,0,0,0,3,1,0,0,1,30,2
MEDIUM,Business,0,tier ii,Scheduled Private Bank,5,7,6,0,0,0,0,1,4,0,0,0,0,0,0,2,3,0,0,1,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,26,43,2,0,2,8,5,3,8,0,0,0,0,0,0,1,25,0,0,0,20,2
MEDIUM,Private Sector Service,2,tier iii,Scheduled PSU,6,34,68,0,0,0,1,2,3,0,0,0,0,0,0,3,3,0,0,1,20,2
MEDIUM,Government Service,7,tier iii,Scheduled PSU,26,41,40,2,0,0,4,17,3,0,0,0,0,0,0,1,25,0,0,1,20,2
MEDIUM,Private Sector Service,0,tier iii,Regional Rural banks,2,4,1,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,20,2
MEDIUM,Private Sector Service,-2,tier iii,scheduled payments bank,13,56,1012,0,2,0,0,0,7,0,0,0,0,0,8,1,4,0,0,0,20,2
MEDIUM,Student,-409,tier iii,Scheduled PSU,26,104,2027,0,0,0,0,2,2,0,0,0,0,0,14,12,0,0,0,0,20,2
LOW,Business,4,tier iii,Scheduled Private Bank,104,1169,22940,28,26,20,17,8,1,0,0,0,0,0,89,1,14,0,0,1,20,4
MEDIUM,Housewife,9,tier ii,Scheduled PSU,165,1185,529,25,22,15,21,29,15,0,0,0,0,0,0,17,148,0,0,0,30,2
MEDIUM,Business,5,tier ii,Scheduled PSU,86,297,5876,15,10,4,13,13,14,0,0,0,0,0,82,1,1,2,0,0,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled Private Bank,44,91,121,5,3,3,9,8,10,0,0,0,0,0,4,2,38,0,0,0,20,3
MEDIUM,Private Sector Service,249,tier iii,Scheduled PSU,87,428,8075,2,13,19,18,21,11,0,0,0,0,0,0,69,18,0,0,1,20,2
MEDIUM,Private Sector Service,0,tier ii,Scheduled PSU,81,371,5481,18,20,5,12,1,0,0,0,0,0,0,41,2,38,0,0,0,20,2
MEDIUM,Private Sector Service,7,tier iii,Scheduled PSU,1,2,40,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,20,3
MEDIUM,Professional,-1,tier iii,Scheduled PSU,49,209,4084,0,12,4,6,13,8,0,0,0,0,1,45,2,1,0,0,1,20,2
MEDIUM,Public Sector,0,tier iii,Scheduled PSU,35,76,14,8,4,7,3,4,5,0,0,0,0,0,0,1,34,0,0,0,20,2
MEDIUM,0,-28,tier iii,Scheduled PSU,191,907,15126,46,14,15,19,19,12,0,0,0,0,0,116,22,53,0,0,0,20,2
MEDIUM,Student,-11,tier iii,Scheduled PSU,80,231,2342,6,22,17,15,5,0,0,0,0,0,0,0,52,28,0,0,0,20,2
MEDIUM,Government Service,7,tier iii,Scheduled PSU,109,264,721,12,3,6,16,22,16,0,0,0,0,0,0,16,93,0,0,0,30,2
MEDIUM,Student,-119,tier iii,Scheduled PSU,2,46,804,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,1,20,2
MEDIUM,Government Service,0,tier ii,Scheduled PSU,14,23,5,0,8,3,0,0,0,0,0,0,0,0,0,1,13,0,0,0,20,3
MEDIUM,Agriculturist,-5,tier ii,Scheduled Private Bank,194,1219,20704,34,19,17,26,28,19,0,0,0,0,0,125,2,67,0,0,0,20,2
MEDIUM,Student,0,tier iii,Scheduled Private Bank,25,39,4,2,5,2,2,1,12,0,0,0,0,0,0,3,22,0,0,1,20,2
MEDIUM,Private Sector Service,-839,tier iii,Scheduled Private Bank,93,697,13717,2,5,13,23,24,22,0,0,0,0,0,26,57,10,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier ii,Scheduled Private Bank,83,148,7,15,13,7,7,17,0,0,0,0,0,0,0,2,81,0,0,0,20,2
MEDIUM,Agriculturist,-21,tier iii,Scheduled PSU,16,53,625,1,12,3,0,0,0,0,0,0,0,0,4,6,6,0,0,0,20,2
MEDIUM,Private Sector Service,3,tier iii,scheduled payments bank,52,195,2976,4,7,5,2,2,4,0,0,0,0,0,25,2,25,0,0,0,20,2
MEDIUM,Private Sector Service,0,tier i,Scheduled Private Bank,51,110,279,5,4,2,0,2,4,0,0,0,0,0,0,2,42,7,0,0,20,2
MEDIUM,Private Sector Service,23,tier iii,Scheduled PSU,29,335,6235,0,0,0,0,15,12,0,0,0,0,0,13,16,0,0,0,0,20,2
MEDIUM,0,-12,tier iii,Scheduled Private Bank,18,81,1412,0,0,0,1,4,13,0,0,0,0,0,14,4,0,0,0,1,20,2
MEDIUM,Private Sector Service,-1,tier iii,Scheduled Private Bank,16,23,43,3,1,1,0,6,2,0,0,0,0,0,0,1,15,0,0,0,20,2
MEDIUM,Private Sector Service,-39,tier iii,Scheduled PSU,33,58,220,4,6,0,1,12,6,0,0,0,0,0,0,5,28,0,0,0,20,2
MEDIUM,Student,0,tier iii,Scheduled PSU,6,12,2,0,0,1,0,0,5,0,0,0,0,0,0,1,5,0,0,0,20,2
MEDIUM,0,-32,tier iii,Scheduled PSU,23,84,1028,0,1,3,0,8,4,0,0,0,0,0,0,23,0,0,0,1,20,2
MEDIUM,Government Service,49,tier ii,Scheduled Private Bank,134,282,3960,36,38,15,12,16,5,0,0,0,0,34,41,19,40,0,0,0,20,2
LOW,Business,-4,tier iii,Scheduled PSU,4,5,16,0,0,0,0,1,3,0,0,0,0,0,0,1,3,0,0,0,20,2
LOW,Professional,-47,tier ii,Scheduled PSU,189,1468,27047,2,24,34,37,41,27,0,0,0,0,0,121,30,30,2,0,0,20,2
MEDIUM,Housewife,20,tier iii,Scheduled Private Bank,43,83,87,13,2,0,3,3,14,0,0,0,0,0,0,4,39,0,0,0,30,2
MEDIUM,Public Sector,0,tier ii,Scheduled PSU,126,276,3549,24,12,6,22,16,16,0,0,0,0,0,71,2,53,0,0,0,30,2
MEDIUM,Private Sector Service,-48,tier ii,Small Finance bank,47,202,3884,3,0,0,0,24,9,0,0,0,0,0,41,3,3,0,0,0,20,2
LOW,Business,-38,tier iii,Scheduled PSU,53,135,1780,0,2,4,15,17,15,0,0,0,0,0,0,23,30,0,0,1,30,2
MEDIUM,Private Sector Service,-737,tier iii,Scheduled Private Bank,45,470,8984,0,1,16,8,20,0,0,0,0,0,0,12,27,6,0,0,1,20,2
MEDIUM,Private Sector Service,17,tier iii,Scheduled Private Bank,81,464,8849,6,5,17,11,18,12,0,0,0,0,0,62,3,16,0,0,0,30,2
MEDIUM,Private Sector Service,10,tier ii,Scheduled Private Bank,32,88,906,0,0,0,0,14,15,0,0,0,0,0,1,26,5,0,0,0,20,2
MEDIUM,Private Sector Service,82,tier ii,Scheduled PSU,50,119,901,0,1,3,21,18,3,0,0,0,0,0,0,13,37,0,0,0,20,2
LOW,Business,51,tier iii,Scheduled PSU,62,239,4660,3,7,16,14,15,7,0,0,0,0,1,54,2,5,0,0,1,30,2
MEDIUM,Private Sector Service,-43,tier iii,Scheduled Private Bank,111,318,4597,0,0,0,0,0,0,0,0,0,0,0,42,19,49,1,0,1,30,3
LOW,Business,74,tier iii,Scheduled PSU,119,835,16700,16,14,17,18,21,15,0,0,0,0,0,118,1,0,0,0,0,30,2
MEDIUM,Private Sector Service,-17,tier iii,Scheduled Private Bank,26,52,519,0,0,0,0,6,20,0,0,0,0,0,0,9,17,0,0,1,20,2
MEDIUM,Government Service,-308,tier iii,Scheduled PSU,13,127,2460,0,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,1,40,3
MEDIUM,Private Sector Service,-3,tier ii,Scheduled Private Bank,13,63,22,3,0,0,0,0,6,0,0,0,0,0,0,8,5,0,0,1,20,2
MEDIUM,Housewife,30,tier iii,Scheduled PSU,47,234,3394,0,7,1,15,20,4,0,0,0,0,0,23,6,14,0,0,1,20,2
MEDIUM,Private Sector Service,-311,tier iii,Scheduled PSU,82,340,5796,5,27,17,2,27,4,0,0,0,0,0,0,50,32,0,0,1,20,2
MEDIUM,Private Sector Service,2,tier ii,Scheduled PSU,17,29,207,4,5,3,0,1,1,0,0,0,0,0,1,3,13,0,0,1,20,3
LOW,Business,-1,tier iii,Scheduled PSU,21,29,45,3,2,5,5,1,0,0,0,0,0,0,1,1,19,0,0,1,20,3
MEDIUM,Government Service,1,tier iii,Scheduled PSU,59,101,570,10,7,6,2,9,6,0,0,0,0,0,8,2,49,0,0,0,20,2
MEDIUM,Public Sector,4,tier ii,Scheduled PSU,2,3,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,20,2
HIGH,Private Sector Service,6,tier i,Scheduled PSU,23,38,188,5,5,0,0,0,4,0,0,0,0,0,2,6,15,0,0,1,30,2
MEDIUM,Professional,23,tier ii,Scheduled Private Bank,64,162,2475,0,5,13,7,16,0,0,0,0,0,0,31,7,26,0,0,0,20,2
MEDIUM,Private Sector Service,-3,tier ii,Scheduled Private Bank,19,121,2381,0,0,0,0,1,18,0,0,0,0,0,17,1,1,0,0,1,20,2
LOW,Professional,0,tier iii,Scheduled PSU,6,7,1,0,0,0,0,0,6,0,0,0,0,0,0,1,5,0,0,1,20,2
MEDIUM,Private Sector Service,54,tier ii,Scheduled Private Bank,176,1245,23128,26,26,27,13,26,18,0,0,0,0,0,125,9,31,0,0,0,20,2
MEDIUM,Private Sector Service,-7,tier iii,Scheduled Private Bank,17,27,80,6,0,0,0,7,4,0,0,0,0,0,0,1,16,0,0,0,20,2
MEDIUM,Student,0,tier iii,Scheduled PSU,28,55,101,3,0,0,0,0,2,0,0,0,0,0,0,5,23,0,0,1,20,2
MEDIUM,0,-86,tier iii,Scheduled Private Bank,191,1653,14754,38,37,34,36,28,0,0,0,0,0,0,0,91,100,0,0,1,20,2
MEDIUM,Private Sector Service,-26,tier i,Foreign banks,25,65,572,0,0,0,0,6,19,0,0,0,0,0,2,15,8,0,0,1,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,7,19,182,0,0,2,0,0,5,0,0,0,0,0,3,2,2,0,0,1,20,2
MEDIUM,Private Sector Service,-11,tier ii,Scheduled Private Bank,186,1521,25214,2,20,48,42,31,12,0,0,0,0,0,92,29,65,0,0,0,20,3
MEDIUM,0,-8,tier iii,Scheduled Private Bank,10,51,284,0,0,0,0,2,8,0,0,0,0,0,2,4,4,0,0,1,20,2
MEDIUM,Government Service,-8,tier iii,Scheduled PSU,8,19,17,0,0,0,0,2,6,0,0,0,0,0,0,1,7,0,0,1,20,2
MEDIUM,0,3,tier ii,Scheduled PSU,98,393,7136,34,16,0,1,10,4,0,0,0,0,0,69,3,26,0,0,1,30,2
MEDIUM,Private Sector Service,-652,tier ii,Scheduled Private Bank,5,69,1380,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,1,20,2
MEDIUM,0,-36,tier ii,Scheduled Private Bank,45,203,3990,7,0,4,10,0,10,0,0,0,0,0,43,2,0,0,0,1,20,2
MEDIUM,0,-9,tier iii,Scheduled PSU,54,137,1499,0,4,1,0,0,6,0,0,0,0,1,18,27,8,0,0,0,20,2
HIGH,0,2,tier ii,Scheduled PSU,4,8,3,0,0,0,0,0,4,0,0,0,0,0,0,1,3,0,0,1,20,2
MEDIUM,Government Service,46,tier iii,Scheduled PSU,31,115,1446,0,1,1,6,10,10,0,0,0,0,0,0,23,8,0,0,0,20,2
MEDIUM,Private Sector Service,-303,tier iii,Scheduled PSU,66,321,5560,0,0,5,6,23,26,0,0,0,0,0,0,37,29,0,0,1,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,13,24,21,0,0,0,0,1,11,0,0,0,0,0,1,5,7,0,0,0,20,2
MEDIUM,Private Sector Service,-108,tier ii,Scheduled PSU,48,233,4434,0,11,9,0,14,14,0,0,0,0,0,37,9,2,0,0,1,20,2
MEDIUM,Private Sector Service,-1,tier ii,Scheduled Private Bank,29,50,2,2,0,1,1,2,1,0,0,0,0,0,0,2,27,0,0,0,20,2
MEDIUM,Private Sector Service,-100,tier ii,scheduled payments bank,4,15,300,0,0,0,0,0,4,0,0,0,0,0,3,1,0,0,0,1,20,2
MEDIUM,Private Sector Service,0,tier iii,Scheduled PSU,10,14,4,0,0,0,0,0,4,0,0,0,0,0,0,1,9,0,0,1,20,2
LOW,Business,0,tier iii,Scheduled Private Bank,7,20,1,0,0,0,0,1,6,0,0,0,0,0,0,1,6,0,0,0,20,2
HIGH,Retired,-370,tier ii,Scheduled PSU,123,559,11100,16,9,21,22,29,0,0,0,0,0,0,97,22,4,0,0,0,40,2
MEDIUM,Private Sector Service,-14,tier iii,Scheduled PSU,24,48,640,0,0,0,3,15,6,0,0,0,0,0,0,15,9,0,0,1,20,2
MEDIUM,Public Sector,1,tier iii,Scheduled PSU,116,477,26,16,21,15,16,10,6,0,0,0,0,0,1,1,114,0,0,0,20,2
MEDIUM,Business,-554,tier iii,Scheduled Private Bank,103,382,6381,16,18,18,13,14,5,0,0,0,0,0,2,63,38,0,0,0,20,2
MEDIUM,Retired,1,tier iii,Scheduled PSU,3,4,2,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,0,1,40,2
LOW,Public Sector,-502,tier ii,Scheduled PSU,113,1141,19687,9,2,27,25,31,18,0,0,0,0,0,0,56,57,0,0,1,30,4
MEDIUM,Business,0,tier ii,Scheduled PSU,2,4,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,1,20,2
MEDIUM,Private Sector Service,41,tier ii,Scheduled PSU,123,1750,34703,11,34,13,20,27,7,0,0,0,0,0,113,5,5,0,0,0,20,2
MEDIUM,Private Sector Service,-162,tier iii,Scheduled PSU,113,544,7981,5,12,13,31,34,9,0,0,0,0,0,47,18,48,0,0,1,20,2
MEDIUM,0,-11,tier iii,Scheduled Private Bank,51,162,2964,11,3,14,1,8,0,0,0,0,0,0,25,26,0,0,0,1,30,2
MEDIUM,Private Sector Service,8,tier ii,Scheduled Private Bank,70,283,4597,4,0,3,13,35,14,0,0,0,0,0,26,17,25,2,0,1,20,2
MEDIUM,Public Sector,-718,tier ii,Scheduled PSU,208,1427,27943,6,24,19,34,49,31,0,0,0,0,1,158,37,12,0,0,0,40,3
MEDIUM,Student,-13,tier iii,Scheduled PSU,4,14,149,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,1,20,2
MEDIUM,Private Sector Service,3,tier iii,Scheduled PSU,13,16,24,1,1,0,0,7,4,0,0,0,0,0,1,1,11,0,0,1,20,2
HIGH,Government Service,-23,tier iii,Scheduled PSU,25,40,40,2,0,3,2,7,8,0,0,0,0,0,0,1,24,0,0,0,20,2
MEDIUM,Private Sector Service,49,tier iii,Scheduled PSU,107,251,666,24,22,10,11,7,6,0,0,0,0,0,0,11,96,0,0,0,40,2
LOW,Business,-155,tier iii,Scheduled PSU,68,230,4271,6,14,5,8,16,8,0,0,0,0,0,0,60,8,0,0,0,20,2
MEDIUM,Professional,0,tier iii,Scheduled Private Bank,11,19,2,4,0,0,5,1,0,0,0,0,0,0,0,1,10,0,0,1,20,2
MEDIUM,Public Sector,-112,tier iii,Scheduled PSU,9,21,300,1,1,0,0,4,0,0,0,0,0,0,6,1,2,0,0,1,30,2
MEDIUM,Government Service,-3,tier ii,Scheduled PSU,57,293,4454,7,17,8,11,1,0,0,0,0,0,0,18,7,32,0,0,0,20,2
MEDIUM,Private Sector Service,-80,tier ii,Scheduled Private Bank,13,60,1183,0,0,0,0,6,5,0,0,0,0,0,0,1,0,1,0,1,20,2
MEDIUM,Private Sector Service,237,tier iii,Scheduled Private Bank,46,124,1868,16,14,2,1,4,8,0,0,0,0,0,0,29,17,0,0,1,20,3
MEDIUM,0,-1,tier iii,Scheduled PSU,9,27,50,0,0,0,0,0,9,0,0,0,0,0,0,3,6,0,0,1,20,2
MEDIUM,Private Sector Service,-386,tier iii,Scheduled PSU,15,30,403,0,0,0,0,8,7,0,0,0,0,0,3,10,2,0,0,1,30,2
MEDIUM,Private Sector Service,-2,tier ii,scheduled payments bank,15,28,64,5,2,0,0,2,6,0,0,0,0,0,0,2,13,0,0,0,20,2
MEDIUM,Private Sector Service,-50,tier ii,Scheduled PSU,84,509,9837,13,0,14,16,12,5,0,0,0,0,8,66,10,0,0,0,0,40,2
MEDIUM,Public Sector,177,tier iii,Scheduled Private Bank,54,131,378,1,0,10,10,19,9,0,0,0,0,0,0,8,46,0,0,0,20,2
MEDIUM,Government Service,0,tier iii,Scheduled PSU,6,33,63,0,0,0,2,0,3,0,0,0,0,0,0,3,3,0,0,1,20,2
LOW,Business,89,tier ii,Scheduled PSU,13,42,695,1,0,0,0,1,2,0,0,0,0,0,0,9,4,0,0,0,20,2
MEDIUM,Government Service,-122,tier iii,Scheduled PSU,143,684,12366,20,3,25,8,7,11,0,0,0,0,0,54,34,53,1,0,1,20,2
MEDIUM,Private Sector Service,-1,tier i,Scheduled PSU,7,14,9,0,0,0,0,4,3,0,0,0,0,0,0,2,5,0,0,1,20,2
LOW,Business,-984,tier iii,Scheduled PSU,132,999,19236,22,18,0,24,39,25,0,0,0,0,0,91,9,9,0,0,1,20,2
MEDIUM,Private Sector Service,-15,tier iii,Scheduled PSU,91,611,12041,22,21,5,3,4,1,0,0,0,0,0,80,4,7,0,0,0,20,2
MEDIUM,Private Sector Service,76,tier iii,Scheduled Private Bank,32,182,40,10,18,3,0,0,0,0,0,0,0,0,0,1,31,0,0,0,30,2
MEDIUM,Private Sector Service,-220,tier iii,Scheduled PSU,14,98,1960,0,0,1,2,11,0,0,0,0,0,0,10,4,0,0,0,1,20,2
LOW,Business,0,tier iii,Scheduled Private Bank,5,11,147,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,20,2
MEDIUM,Private Sector Service,-1,tier iii,Scheduled Private Bank,5,8,44,3,1,0,0,1,0,0,0,0,0,0,1,1,3,0,0,1,20,3
MEDIUM,Private Sector Service,0,tier iii,Scheduled Private Bank,6,21,0,0,1,0,3,0,0,0,0,0,0,0,0,1,5,0,0,0,20,2
MEDIUM,Private Sector Service,72,tier iii,Scheduled Private Bank,19,51,874,0,0,0,0,0,0,0,0,0,0,0,14,1,4,0,0,0,20,2
MEDIUM,Business,-2,tier ii,Scheduled Private Bank,9,13,18,4,0,0,0,0,5,0,0,0,0,0,0,3,6,0,0,1,20,2
MEDIUM,Private Sector Service,-164,tier iii,Scheduled PSU,22,65,1073,0,0,0,1,10,10,0,0,0,0,0,0,18,4,0,0,1,30,2
MEDIUM,Housewife,-56,tier ii,Scheduled PSU,26,64,780,0,5,10,0,7,0,0,0,0,0,0,0,9,17,0,0,1,40,2
MEDIUM,Public Sector,0,tier iii,Scheduled Private Bank,14,43,9,0,0,8,0,1,3,0,0,0,0,0,0,4,10,0,0,0,20,2
MEDIUM,Private Sector Service,-24,tier i,Scheduled Private Bank,15,28,328,2,5,0,0,0,8,0,0,0,0,0,5,2,8,0,0,1,20,3
MEDIUM,Agriculturist,-11,tier iii,Scheduled PSU,96,447,7988,3,19,9,28,23,13,0,0,0,0,0,28,42,26,0,0,0,20,2
MEDIUM,Private Sector Service,-1,tier ii,Scheduled Private Bank,35,45,80,4,5,1,2,5,2,0,0,0,0,0,0,2,33,0,0,1,20,2
MEDIUM,Private Sector Service,-48,tier iii,Scheduled PSU,68,165,1280,5,2,10,7,16,6,0,0,0,0,0,11,6,51,0,0,0,20,2
MEDIUM,Public Sector,-70,tier iii,Scheduled PSU,112,604,9772,26,24,20,5,13,8,0,0,0,0,0,56,9,47,0,0,1,20,2
LOW,Business,0,tier ii,Scheduled PSU,4,14,182,0,0,0,1,0,3,0,0,0,0,0,1,1,2,0,0,1,20,2
HIGH,Business,39,tier iii,Scheduled PSU,18,32,100,4,5,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,20,2
MEDIUM,Private Sector Service,-163,tier iii,Scheduled PSU,23,48,800,2,2,8,10,0,0,0,0,0,0,0,0,16,7,0,0,1,20,2
MEDIUM,Private Sector Service,-23,tier ii,Scheduled Private Bank,111,876,16972,20,3,24,15,8,4,0,0,0,0,0,88,4,16,3,0,0,20,2
LOW,Professional,0,tier i,Scheduled PSU,64,378,11,5,5,11,11,17,11,0,0,0,0,0,0,1,63,0,0,0,30,2
MEDIUM,Private Sector Service,-106,tier iii,Scheduled PSU,74,491,9785,2,19,16,19,12,6,0,0,0,0,0,67,7,0,0,0,1,20,2
MEDIUM,0,17,tier iii,Scheduled PSU,108,222,943,9,17,24,15,24,8,0,0,0,0,0,0,30,78,0,0,0,30,2
MEDIUM,Private Sector Service,13,tier iii,Scheduled Private Bank,27,40,40,2,4,3,4,2,2,0,0,0,0,0,0,1,26,0,0,0,30,2
HIGH,0,77,tier iii,Scheduled PSU,27,96,1920,0,0,2,11,7,7,0,0,0,0,0,25,2,0,0,0,0,20,3
MEDIUM,Private Sector Service,0,tier iii,Scheduled Private Bank,14,26,280,0,0,0,0,3,11,0,0,0,0,0,4,1,9,0,0,1,20,2
LOW,Public Sector,-849,tier i,Scheduled PSU,96,726,8398,19,1,0,0,0,2,0,0,0,0,0,0,42,54,0,0,0,30,4
LOW,Business,63,tier iii,Scheduled Private Bank,70,343,6549,0,0,0,0,0,0,0,0,0,0,0,53,10,3,4,0,0,30,3
MEDIUM,Private Sector Service,1,tier ii,Scheduled PSU,10,18,91,0,0,0,1,3,6,0,0,0,0,0,1,3,6,0,0,1,20,2
MEDIUM,0,16,tier iii,Scheduled PSU,68,145,80,10,12,9,8,12,4,0,0,0,0,0,0,2,66,0,0,0,20,2
MEDIUM,Private Sector Service,-27,tier iii,Scheduled Private Bank,4,31,221,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,1,30,2
MEDIUM,Private Sector Service,0,tier ii,Scheduled Private Bank,4,6,0,0,0,0,0,0,3,0,0,0,0,0,0,2,2,0,0,1,20,2
MEDIUM,Government Service,73,tier iii,Scheduled PSU,94,278,484,9,20,13,14,18,9,0,0,0,0,0,0,9,85,0,0,0,20,2
MEDIUM,Private Sector Service,14,tier ii,Scheduled PSU,98,204,653,15,15,13,8,19,19,0,0,0,0,0,7,12,79,0,0,0,30,2
MEDIUM,Private Sector Service,-80,tier iii,Scheduled PSU,9,38,631,0,0,0,0,4,5,0,0,0,0,0,0,9,0,0,0,1,20,3
MEDIUM,Public Sector,0,tier ii,Scheduled PSU,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,30,2
MEDIUM,Private Sector Service,-49,tier ii,Scheduled PSU,73,203,3045,10,4,10,3,9,6,0,0,0,0,0,33,4,36,0,0,0,20,2
MEDIUM,Private Sector Service,83,tier ii,Scheduled Private Bank,20,37,352,1,2,1,0,8,8,0,0,0,0,0,0,7,13,0,0,0,30,2
MEDIUM,Private Sector Service,-14,tier iii,Scheduled PSU,175,824,14764,32,16,19,22,14,10,0,0,0,0,0,110,9,56,0,0,0,20,2
MEDIUM,Private Sector Service,-45,tier iii,Scheduled PSU,15,22,231,1,1,0,2,2,2,0,0,0,0,0,0,6,9,0,0,0,20,2
